customer_id,product,signup_date_time,cancel_date_time,is_cancelled,subscription_duration_days,age,gender,product_id,name,price,billing_cycle,total_support_cases,months_active,estimated_revenue,age_group
C80879,prd_1,2020-07-02 11:43:46,,False,547,47,male,prd_1,annual_subscription,1200,12,1,19.0,2400.0,46-60
C131214,prd_1,2021-12-15 12:52:58,,False,16,59,male,prd_1,annual_subscription,1200,12,1,1.0,1200.0,46-60
C108952,prd_1,2021-04-20 14:24:03,,False,255,68,male,prd_1,annual_subscription,1200,12,2,9.0,1200.0,60+
C450368,prd_1,2021-06-03 10:51:01,,False,211,68,male,prd_1,annual_subscription,1200,12,0,8.0,1200.0,60+
C359733,prd_1,2020-09-07 17:25:57,,False,480,61,male,prd_1,annual_subscription,1200,12,1,16.0,2400.0,60+
C500037,prd_1,2021-11-04 12:31:55,,False,57,53,female,prd_1,annual_subscription,1200,12,0,2.0,1200.0,46-60
C372720,prd_2,2020-10-29 15:56:56,2021-03-18 16:37:50,True,140,61,male,prd_2,monthly_subscription,125,1,0,5.0,625.0,60+
C141247,prd_1,2017-04-24 13:36:41,,False,1712,63,male,prd_1,annual_subscription,1200,12,0,58.0,6000.0,60+
C292353,prd_2,2020-02-21 18:32:41,,False,679,61,male,prd_2,monthly_subscription,125,1,0,23.0,2875.0,60+
C146752,prd_1,2017-07-11 12:08:08,,False,1634,62,female,prd_1,annual_subscription,1200,12,1,55.0,6000.0,60+
C457846,prd_2,2021-06-22 14:16:00,2021-09-25 14:44:55,True,95,65,female,prd_2,monthly_subscription,125,1,2,4.0,500.0,60+
C333731,prd_1,2020-06-15 18:16:35,,False,564,58,female,prd_1,annual_subscription,1200,12,0,19.0,2400.0,46-60
C249436,prd_2,2019-08-09 13:52:00,,False,875,42,male,prd_2,monthly_subscription,125,1,0,30.0,3750.0,31-45
C78106,prd_1,2020-06-08 08:56:52,,False,571,68,male,prd_1,annual_subscription,1200,12,1,20.0,2400.0,60+
C286134,prd_1,2020-02-04 19:58:18,,False,695,63,female,prd_1,annual_subscription,1200,12,1,24.0,2400.0,60+
C290863,prd_2,2020-02-18 13:22:30,2021-09-07 15:27:40,True,567,69,male,prd_2,monthly_subscription,125,1,0,19.0,2375.0,60+
C172921,prd_2,2018-05-21 22:05:51,2021-07-06 15:23:40,True,1141,52,female,prd_2,monthly_subscription,125,1,0,39.0,4875.0,46-60
C510393,prd_2,2021-12-26 16:37:18,,False,5,65,male,prd_2,monthly_subscription,125,1,0,1.0,125.0,60+
C212121,prd_1,2019-03-14 09:46:37,,False,1023,72,male,prd_1,annual_subscription,1200,12,0,35.0,3600.0,60+
C392520,prd_2,2021-01-19 13:54:16,,False,346,53,female,prd_2,monthly_subscription,125,1,0,12.0,1500.0,46-60
C322482,prd_1,2020-05-13 16:18:20,,False,597,56,male,prd_1,annual_subscription,1200,12,0,20.0,2400.0,46-60
C188134,prd_1,2018-10-01 10:03:35,,False,1187,59,female,prd_1,annual_subscription,1200,12,0,40.0,4800.0,46-60
C391596,prd_1,2021-01-17 16:57:54,,False,348,70,male,prd_1,annual_subscription,1200,12,1,12.0,1200.0,60+
C133971,prd_1,2017-01-25 16:12:06,2020-08-15 14:24:40,True,1297,66,male,prd_1,annual_subscription,1200,12,1,44.0,4800.0,60+
C205411,prd_1,2019-02-16 12:29:55,2019-09-21 08:11:48,True,216,64,male,prd_1,annual_subscription,1200,12,0,8.0,1200.0,60+
C317995,prd_2,2020-05-01 13:38:16,,False,609,65,male,prd_2,monthly_subscription,125,1,0,21.0,2625.0,60+
C71997,prd_1,2020-04-14 13:16:05,,False,626,74,female,prd_1,annual_subscription,1200,12,2,21.0,2400.0,60+
C463231,prd_2,2021-07-06 13:13:56,,False,178,68,male,prd_2,monthly_subscription,125,1,0,6.0,750.0,60+
C260822,prd_1,2019-10-07 15:43:31,,False,816,63,male,prd_1,annual_subscription,1200,12,0,28.0,3600.0,60+
C26485,prd_1,2018-09-01 14:06:24,,False,1217,32,male,prd_1,annual_subscription,1200,12,1,41.0,4800.0,31-45
C358777,prd_2,2020-09-03 14:22:01,,False,484,52,male,prd_2,monthly_subscription,125,1,1,17.0,2125.0,46-60
C67780,prd_2,2020-03-09 12:46:26,,False,662,56,male,prd_2,monthly_subscription,125,1,2,23.0,2875.0,46-60
C363705,prd_1,2020-09-22 11:46:14,,False,465,57,male,prd_1,annual_subscription,1200,12,0,16.0,2400.0,46-60
C131427,prd_1,2021-12-20 12:18:02,,False,11,61,female,prd_1,annual_subscription,1200,12,1,1.0,1200.0,60+
C157938,prd_1,2018-02-08 07:48:34,,False,1422,61,male,prd_1,annual_subscription,1200,12,2,48.0,4800.0,60+
C289666,prd_2,2020-02-14 14:42:55,2020-10-17 11:18:21,True,245,69,female,prd_2,monthly_subscription,125,1,1,9.0,1125.0,60+
C482491,prd_1,2021-08-31 12:52:08,,False,122,69,male,prd_1,annual_subscription,1200,12,0,5.0,1200.0,60+
C404763,prd_1,2021-02-17 13:41:25,,False,317,64,male,prd_1,annual_subscription,1200,12,0,11.0,1200.0,60+
C227492,prd_2,2019-05-12 13:24:53,2021-11-06 17:30:36,True,909,59,male,prd_2,monthly_subscription,125,1,0,31.0,3875.0,46-60
C268909,prd_1,2019-11-26 11:24:43,,False,766,45,male,prd_1,annual_subscription,1200,12,0,26.0,3600.0,31-45
C53780,prd_1,2019-09-18 12:39:36,,False,835,47,female,prd_1,annual_subscription,1200,12,1,28.0,3600.0,46-60
C150429,prd_1,2017-09-30 11:29:33,2020-06-17 16:36:17,True,991,50,male,prd_1,annual_subscription,1200,12,1,34.0,3600.0,46-60
C502560,prd_2,2021-11-16 10:28:46,,False,45,72,female,prd_2,monthly_subscription,125,1,0,2.0,250.0,60+
C94629,prd_2,2021-01-03 11:46:06,,False,362,54,female,prd_2,monthly_subscription,125,1,2,13.0,1625.0,46-60
C229815,prd_1,2019-05-21 11:11:53,2020-03-11 13:30:31,True,295,65,male,prd_1,annual_subscription,1200,12,1,10.0,1200.0,60+
C384097,prd_1,2020-12-29 12:14:48,2021-07-13 16:12:38,True,196,59,male,prd_1,annual_subscription,1200,12,0,7.0,1200.0,46-60
C313547,prd_1,2020-04-20 13:27:59,,False,620,56,male,prd_1,annual_subscription,1200,12,0,21.0,2400.0,46-60
C195976,prd_1,2019-01-09 11:57:56,,False,1087,65,male,prd_1,annual_subscription,1200,12,0,37.0,4800.0,60+
C339692,prd_1,2020-07-02 16:51:17,2020-09-28 11:19:54,True,87,70,male,prd_1,annual_subscription,1200,12,0,3.0,1200.0,60+
C138454,prd_2,2017-03-22 13:31:50,,False,1745,54,male,prd_2,monthly_subscription,125,1,0,59.0,7375.0,46-60
C506363,prd_1,2021-12-04 15:13:47,,False,27,54,male,prd_1,annual_subscription,1200,12,0,1.0,1200.0,46-60
C86733,prd_1,2020-09-02 11:48:17,2021-03-03 16:22:47,True,182,69,female,prd_1,annual_subscription,1200,12,1,7.0,1200.0,60+
C431848,prd_1,2021-04-20 15:03:08,,False,255,66,female,prd_1,annual_subscription,1200,12,0,9.0,1200.0,60+
C403088,prd_1,2021-02-13 18:21:28,2021-10-26 11:42:06,True,254,56,female,prd_1,annual_subscription,1200,12,0,9.0,1200.0,46-60
C69766,prd_2,2020-03-26 11:45:13,,False,645,62,female,prd_2,monthly_subscription,125,1,1,22.0,2750.0,60+
C98644,prd_2,2021-02-03 09:31:30,,False,331,49,male,prd_2,monthly_subscription,125,1,2,12.0,1500.0,46-60
C106142,prd_2,2021-03-31 11:50:01,,False,275,54,male,prd_2,monthly_subscription,125,1,1,10.0,1250.0,46-60
C450312,prd_2,2021-06-03 08:13:53,,False,211,53,male,prd_2,monthly_subscription,125,1,1,8.0,1000.0,46-60
C285338,prd_1,2020-02-03 12:50:28,2021-09-03 11:31:56,True,577,48,male,prd_1,annual_subscription,1200,12,0,20.0,2400.0,46-60
C200476,prd_1,2019-01-28 15:11:38,,False,1068,68,male,prd_1,annual_subscription,1200,12,1,36.0,3600.0,60+
C353883,prd_1,2020-08-17 17:09:20,2021-01-07 15:39:13,True,142,69,male,prd_1,annual_subscription,1200,12,0,5.0,1200.0,60+
C76544,prd_2,2020-05-25 11:06:15,,False,585,46,male,prd_2,monthly_subscription,125,1,1,20.0,2500.0,46-60
C94707,prd_1,2021-01-04 10:36:45,,False,361,40,male,prd_1,annual_subscription,1200,12,1,13.0,2400.0,31-45
C208963,prd_1,2019-03-01 13:58:59,2020-04-20 11:52:32,True,415,70,male,prd_1,annual_subscription,1200,12,0,14.0,2400.0,60+
C489687,prd_2,2021-09-24 12:06:06,,False,98,61,female,prd_2,monthly_subscription,125,1,0,4.0,500.0,60+
C428478,prd_1,2021-04-12 18:44:14,,False,263,56,male,prd_1,annual_subscription,1200,12,1,9.0,1200.0,46-60
C119980,prd_2,2021-07-19 14:01:16,,False,165,68,male,prd_2,monthly_subscription,125,1,3,6.0,750.0,60+
C40222,prd_1,2019-04-17 13:07:20,,False,989,55,female,prd_1,annual_subscription,1200,12,2,33.0,3600.0,46-60
C172847,prd_1,2018-05-21 14:52:00,2021-08-02 13:41:32,True,1168,66,male,prd_1,annual_subscription,1200,12,0,39.0,4800.0,60+
C220140,prd_2,2019-04-13 18:41:47,,False,993,67,female,prd_2,monthly_subscription,125,1,1,34.0,4250.0,60+
C210892,prd_1,2019-03-08 18:52:50,,False,1029,64,male,prd_1,annual_subscription,1200,12,1,35.0,3600.0,60+
C267617,prd_1,2019-11-16 17:13:04,2020-01-18 08:35:52,True,62,70,male,prd_1,annual_subscription,1200,12,1,3.0,1200.0,60+
C479186,prd_2,2021-08-20 17:54:03,,False,133,69,male,prd_2,monthly_subscription,125,1,1,5.0,625.0,60+
C103461,prd_1,2021-03-11 11:37:40,,False,295,78,female,prd_1,annual_subscription,1200,12,1,10.0,1200.0,60+
C365142,prd_1,2020-09-28 12:20:28,,False,459,71,male,prd_1,annual_subscription,1200,12,0,16.0,2400.0,60+
C225995,prd_2,2019-05-06 15:42:31,2021-09-27 07:15:59,True,874,49,female,prd_2,monthly_subscription,125,1,0,30.0,3750.0,46-60
C433103,prd_2,2021-04-23 12:45:58,,False,252,58,male,prd_2,monthly_subscription,125,1,2,9.0,1125.0,46-60
C454891,prd_2,2021-06-15 11:18:34,,False,199,58,male,prd_2,monthly_subscription,125,1,1,7.0,875.0,46-60
C452012,prd_1,2021-06-07 17:12:08,,False,207,52,male,prd_1,annual_subscription,1200,12,0,7.0,1200.0,46-60
C33188,prd_1,2019-02-05 11:35:46,,False,1060,61,female,prd_1,annual_subscription,1200,12,1,36.0,3600.0,60+
C77532,prd_2,2020-06-02 11:52:44,,False,577,69,male,prd_2,monthly_subscription,125,1,1,20.0,2500.0,60+
C390202,prd_1,2021-01-13 16:25:03,,False,352,66,female,prd_1,annual_subscription,1200,12,2,12.0,1200.0,60+
C161909,prd_1,2018-03-07 12:30:02,2019-12-09 14:05:59,True,642,62,female,prd_1,annual_subscription,1200,12,0,22.0,2400.0,60+
C19590,prd_1,2018-04-19 12:22:48,,False,1352,73,female,prd_1,annual_subscription,1200,12,2,46.0,4800.0,60+
C360077,prd_1,2020-09-08 16:48:45,,False,479,41,female,prd_1,annual_subscription,1200,12,0,16.0,2400.0,31-45
C70318,prd_2,2020-03-31 12:50:59,,False,640,64,female,prd_2,monthly_subscription,125,1,2,22.0,2750.0,60+
C331763,prd_2,2020-06-09 17:42:56,,False,570,64,male,prd_2,monthly_subscription,125,1,0,19.0,2375.0,60+
C54967,prd_1,2019-10-06 11:21:58,,False,817,54,male,prd_1,annual_subscription,1200,12,1,28.0,3600.0,46-60
C180069,prd_1,2018-07-13 17:34:49,,False,1267,50,male,prd_1,annual_subscription,1200,12,0,43.0,4800.0,46-60
C191494,prd_2,2018-11-19 13:24:42,,False,1138,65,female,prd_2,monthly_subscription,125,1,0,38.0,4750.0,60+
C299032,prd_1,2020-03-11 12:48:40,,False,660,66,male,prd_1,annual_subscription,1200,12,0,22.0,2400.0,60+
C318955,prd_2,2020-05-04 18:37:54,,False,606,56,male,prd_2,monthly_subscription,125,1,0,21.0,2625.0,46-60
C222205,prd_1,2019-04-22 12:05:26,,False,984,63,female,prd_1,annual_subscription,1200,12,0,33.0,3600.0,60+
C220630,prd_2,2019-04-16 08:43:18,2020-07-15 16:10:39,True,456,51,male,prd_2,monthly_subscription,125,1,1,16.0,2000.0,46-60
C478034,prd_2,2021-08-17 13:23:15,,False,136,48,male,prd_2,monthly_subscription,125,1,0,5.0,625.0,46-60
C42094,prd_1,2019-05-07 09:54:45,,False,969,43,male,prd_1,annual_subscription,1200,12,2,33.0,3600.0,31-45
C149026,prd_1,2017-08-24 19:05:11,2017-12-22 14:35:40,True,119,53,male,prd_1,annual_subscription,1200,12,1,4.0,1200.0,46-60
C311791,prd_2,2020-04-14 18:16:52,,False,626,59,male,prd_2,monthly_subscription,125,1,1,21.0,2625.0,46-60
C22416,prd_1,2018-06-07 14:05:36,,False,1303,78,male,prd_1,annual_subscription,1200,12,1,44.0,4800.0,60+
C60405,prd_1,2020-01-04 13:08:51,,False,727,68,male,prd_1,annual_subscription,1200,12,3,25.0,3600.0,60+
C52472,prd_2,2019-09-02 10:40:03,2020-04-06 14:47:59,True,217,54,male,prd_2,monthly_subscription,125,1,1,8.0,1000.0,46-60
C323892,prd_1,2020-05-18 14:08:02,,False,592,63,female,prd_1,annual_subscription,1200,12,0,20.0,2400.0,60+
C172251,prd_2,2018-05-16 15:02:01,2019-10-02 13:53:10,True,503,62,male,prd_2,monthly_subscription,125,1,0,17.0,2125.0,60+
C340702,prd_1,2020-07-06 14:17:10,,False,543,59,male,prd_1,annual_subscription,1200,12,0,19.0,2400.0,46-60
C66018,prd_2,2020-02-24 08:02:00,2020-08-06 09:28:15,True,164,60,female,prd_2,monthly_subscription,125,1,1,6.0,750.0,46-60
C310565,prd_1,2020-04-11 15:27:27,,False,629,63,female,prd_1,annual_subscription,1200,12,0,21.0,2400.0,60+
C351664,prd_2,2020-08-10 12:56:05,,False,508,57,male,prd_2,monthly_subscription,125,1,2,17.0,2125.0,46-60
C469192,prd_2,2021-07-22 08:39:42,,False,162,64,female,prd_2,monthly_subscription,125,1,2,6.0,750.0,60+
C168540,prd_1,2018-04-20 20:10:18,,False,1350,54,male,prd_1,annual_subscription,1200,12,0,45.0,4800.0,46-60
C322375,prd_1,2020-05-13 14:02:26,,False,597,68,male,prd_1,annual_subscription,1200,12,1,20.0,2400.0,60+
C292691,prd_1,2020-02-23 14:18:39,2020-07-21 19:17:46,True,149,60,female,prd_1,annual_subscription,1200,12,1,5.0,1200.0,46-60
C483442,prd_2,2021-09-02 19:35:28,,False,120,57,male,prd_2,monthly_subscription,125,1,0,4.0,500.0,46-60
C438179,prd_2,2021-05-05 10:41:09,,False,240,68,male,prd_2,monthly_subscription,125,1,0,8.0,1000.0,60+
C86662,prd_1,2020-09-01 13:00:50,,False,486,60,male,prd_1,annual_subscription,1200,12,1,17.0,2400.0,46-60
C149201,prd_1,2017-08-29 13:16:26,,False,1585,66,female,prd_1,annual_subscription,1200,12,2,53.0,6000.0,60+
C342758,prd_1,2020-07-13 07:41:31,,False,536,53,female,prd_1,annual_subscription,1200,12,0,18.0,2400.0,46-60
C51341,prd_1,2019-08-16 15:38:46,,False,868,51,male,prd_1,annual_subscription,1200,12,2,29.0,3600.0,46-60
C477392,prd_2,2021-08-16 07:37:00,,False,137,63,male,prd_2,monthly_subscription,125,1,2,5.0,625.0,60+
C236687,prd_1,2019-06-17 12:36:38,,False,928,55,female,prd_1,annual_subscription,1200,12,0,31.0,3600.0,46-60
C468789,prd_2,2021-07-21 10:25:59,,False,163,56,male,prd_2,monthly_subscription,125,1,1,6.0,750.0,46-60
C391513,prd_1,2021-01-17 13:47:34,,False,348,46,male,prd_1,annual_subscription,1200,12,0,12.0,1200.0,46-60
C146084,prd_1,2017-06-29 14:00:28,,False,1646,62,male,prd_1,annual_subscription,1200,12,0,55.0,6000.0,60+
C89501,prd_2,2020-10-08 07:06:11,2021-01-04 18:46:11,True,88,55,female,prd_2,monthly_subscription,125,1,1,3.0,375.0,46-60
C54704,prd_1,2019-10-02 09:50:45,,False,821,72,male,prd_1,annual_subscription,1200,12,2,28.0,3600.0,60+
C481827,prd_2,2021-08-29 14:18:59,,False,124,68,male,prd_2,monthly_subscription,125,1,2,5.0,625.0,60+
C429438,prd_2,2021-04-14 15:01:25,,False,261,61,female,prd_2,monthly_subscription,125,1,1,9.0,1125.0,60+
C5689,prd_1,2017-03-17 12:06:29,2017-11-25 18:35:22,True,253,52,male,prd_1,annual_subscription,1200,12,1,9.0,1200.0,46-60
C159354,prd_1,2018-02-18 13:26:54,,False,1412,59,female,prd_1,annual_subscription,1200,12,0,48.0,4800.0,46-60
C456481,prd_1,2021-06-18 16:45:20,,False,196,53,male,prd_1,annual_subscription,1200,12,0,7.0,1200.0,46-60
C14733,prd_1,2018-01-31 12:49:55,,False,1430,66,male,prd_1,annual_subscription,1200,12,1,48.0,4800.0,60+
C445668,prd_1,2021-05-22 19:22:46,,False,223,59,male,prd_1,annual_subscription,1200,12,0,8.0,1200.0,46-60
C133176,prd_1,2017-01-16 11:56:57,,False,1810,67,female,prd_1,annual_subscription,1200,12,0,61.0,7200.0,60+
C330409,prd_1,2020-06-05 12:35:46,,False,574,56,male,prd_1,annual_subscription,1200,12,0,20.0,2400.0,46-60
C99113,prd_2,2021-02-06 12:19:00,,False,328,69,male,prd_2,monthly_subscription,125,1,2,11.0,1375.0,60+
C369944,prd_1,2020-10-17 16:29:57,,False,440,53,male,prd_1,annual_subscription,1200,12,0,15.0,2400.0,46-60
C359889,prd_2,2020-09-08 13:00:29,,False,479,51,female,prd_2,monthly_subscription,125,1,0,16.0,2000.0,46-60
C350238,prd_1,2020-08-04 20:00:44,,False,513,64,female,prd_1,annual_subscription,1200,12,1,18.0,2400.0,60+
C183698,prd_1,2018-08-14 14:11:30,2019-02-10 10:36:36,True,179,47,female,prd_1,annual_subscription,1200,12,0,6.0,1200.0,46-60
C250555,prd_1,2019-08-14 19:48:58,,False,869,52,male,prd_1,annual_subscription,1200,12,1,29.0,3600.0,46-60
C64604,prd_1,2020-02-11 11:20:37,2021-01-18 17:53:04,True,342,65,male,prd_1,annual_subscription,1200,12,1,12.0,1200.0,60+
C452873,prd_1,2021-06-09 14:45:44,,False,205,51,male,prd_1,annual_subscription,1200,12,0,7.0,1200.0,46-60
C314603,prd_1,2020-04-22 14:02:06,,False,618,59,male,prd_1,annual_subscription,1200,12,0,21.0,2400.0,46-60
C324828,prd_2,2020-05-20 13:59:08,,False,590,57,male,prd_2,monthly_subscription,125,1,0,20.0,2500.0,46-60
C265077,prd_1,2019-10-31 09:23:58,,False,792,53,female,prd_1,annual_subscription,1200,12,0,27.0,3600.0,46-60
C408348,prd_2,2021-02-25 15:32:50,,False,309,62,male,prd_2,monthly_subscription,125,1,1,11.0,1375.0,60+
C288360,prd_1,2020-02-11 13:42:43,,False,689,51,female,prd_1,annual_subscription,1200,12,1,23.0,2400.0,46-60
C115655,prd_1,2021-06-11 11:41:46,,False,203,64,male,prd_1,annual_subscription,1200,12,1,7.0,1200.0,60+
C195348,prd_1,2019-01-07 14:14:02,2020-08-12 18:54:29,True,583,55,female,prd_1,annual_subscription,1200,12,0,20.0,2400.0,46-60
C169384,prd_1,2018-04-26 14:47:23,,False,1345,53,male,prd_1,annual_subscription,1200,12,0,45.0,4800.0,46-60
C404009,prd_2,2021-02-15 20:46:22,,False,318,65,male,prd_2,monthly_subscription,125,1,0,11.0,1375.0,60+
C335966,prd_1,2020-06-22 15:21:57,,False,557,58,male,prd_1,annual_subscription,1200,12,0,19.0,2400.0,46-60
C343940,prd_1,2020-07-15 15:54:11,,False,534,63,female,prd_1,annual_subscription,1200,12,0,18.0,2400.0,60+
C137408,prd_1,2017-03-08 16:14:31,2018-02-14 11:51:09,True,342,48,male,prd_1,annual_subscription,1200,12,0,12.0,1200.0,46-60
C29966,prd_2,2019-01-02 10:50:40,2021-12-26 14:54:37,True,1089,60,male,prd_2,monthly_subscription,125,1,1,37.0,4625.0,46-60
C227875,prd_1,2019-05-13 16:57:32,,False,963,64,female,prd_1,annual_subscription,1200,12,0,33.0,3600.0,60+
C239850,prd_1,2019-06-29 15:04:19,2019-11-30 13:10:57,True,153,46,male,prd_1,annual_subscription,1200,12,0,6.0,1200.0,46-60
C388509,prd_1,2021-01-10 10:44:14,2021-08-27 19:16:55,True,229,67,male,prd_1,annual_subscription,1200,12,0,8.0,1200.0,60+
C115796,prd_2,2021-06-13 11:28:46,2021-12-19 13:37:41,True,189,63,female,prd_2,monthly_subscription,125,1,2,7.0,875.0,60+
C483607,prd_2,2021-09-03 14:40:27,2021-11-10 15:24:43,True,68,66,female,prd_2,monthly_subscription,125,1,2,3.0,375.0,60+
C434507,prd_2,2021-04-27 05:51:25,,False,248,53,male,prd_2,monthly_subscription,125,1,1,9.0,1125.0,46-60
C43080,prd_1,2019-05-16 12:58:31,,False,960,61,female,prd_1,annual_subscription,1200,12,2,32.0,3600.0,60+
C309234,prd_1,2020-04-08 08:51:52,,False,632,61,male,prd_1,annual_subscription,1200,12,0,22.0,2400.0,60+
C493821,prd_1,2021-10-10 13:56:06,,False,82,64,male,prd_1,annual_subscription,1200,12,0,3.0,1200.0,60+
C179386,prd_2,2018-07-09 13:32:39,2018-10-01 17:19:03,True,84,57,male,prd_2,monthly_subscription,125,1,1,3.0,375.0,46-60
C470547,prd_1,2021-07-26 14:02:15,,False,158,71,male,prd_1,annual_subscription,1200,12,0,6.0,1200.0,60+
C118348,prd_2,2021-07-05 10:34:32,,False,179,58,male,prd_2,monthly_subscription,125,1,1,6.0,750.0,46-60
C247126,prd_1,2019-07-30 13:50:31,,False,885,70,male,prd_1,annual_subscription,1200,12,2,30.0,3600.0,60+
C20592,prd_1,2018-05-07 13:40:19,,False,1334,74,male,prd_1,annual_subscription,1200,12,1,45.0,4800.0,60+
C196783,prd_1,2019-01-12 14:27:30,,False,1084,54,female,prd_1,annual_subscription,1200,12,0,37.0,4800.0,46-60
C147673,prd_1,2017-07-27 14:54:06,,False,1618,48,female,prd_1,annual_subscription,1200,12,0,54.0,6000.0,46-60
C26302,prd_1,2018-08-28 12:53:07,,False,1221,59,female,prd_1,annual_subscription,1200,12,1,41.0,4800.0,46-60
C349174,prd_1,2020-08-01 13:08:00,,False,517,61,male,prd_1,annual_subscription,1200,12,0,18.0,2400.0,60+
C307612,prd_1,2020-04-03 11:32:36,,False,637,59,male,prd_1,annual_subscription,1200,12,0,22.0,2400.0,46-60
C252443,prd_1,2019-08-23 17:41:28,,False,861,67,male,prd_1,annual_subscription,1200,12,0,29.0,3600.0,60+
C145281,prd_2,2017-06-17 11:43:25,,False,1658,62,male,prd_2,monthly_subscription,125,1,1,56.0,7000.0,60+
